matchedPattern,context,lineNumber,columnNumber,publicationName
EC 3.2.1.91,"...-glucanase (or 1,4-β-d-glucan cellobiohydrolases, EC 3.2.1.91) cleave cellobiose units from the non-...",139,62,3_Biotech_2015_Aug_21_5(4)_337-353.txt
EC 3.2.1.91,"...-glucanase (or 1,4-β-d-glucan cellobiohydrolases, EC 3.2.1.91) cleave cellobiose units from the non-...",139,62,3_Biotech_2015_Aug_21_5(4)_337-353.txt
EC 3.2.1.91,"...f enzymatic complexes namely, cellobiohydrolases (EC 3.2.1.91), endoglucanases or CMCases (EC 3.2.1....",12,795,PMC4978645.txt
EC 3.2.1.91,"...f enzymatic complexes namely, cellobiohydrolases (EC 3.2.1.91), endoglucanases or CMCases (EC 3.2.1....",12,795,PMC4978645.txt
EC 3.2.1.91,"...1.4], exoglucanases [exo-1,4-β-glucanases (CBHs); EC 3.2.1.91], and β-glucosidases [β-d-glucohydrola...",13,1305,PMC5095100.txt
EC 3.2.1.91,"...1.4], exoglucanases [exo-1,4-β-glucanases (CBHs); EC 3.2.1.91], and β-glucosidases [β-d-glucohydrola...",13,1305,PMC5095100.txt
EC 3.2.1.91,"... endoglucanases (EC 3.2.1.4), cellobiohydrolases (EC 3.2.1.91)",62,58,ACS_Chem_Biol_2014_Sep_19_9(9)_2082-2091.txt
EC 3.2.1.91,"... endoglucanases (EC 3.2.1.4), cellobiohydrolases (EC 3.2.1.91)",62,58,ACS_Chem_Biol_2014_Sep_19_9(9)_2082-2091.txt
EC 3.2.1.91,"...ases (EGs; EC 3.2.1.4), cellobiohydrolases (CBHs; EC 3.2.1.91 and 3.2.1.176) and β-glucosidases (Bgl...",16,581,Acta_Crystallogr_D_Biol_Crystallogr_2014_Aug_29_70(Pt_9)_2356-2366.txt
EC 3.2.1.91,"...ases (EGs; EC 3.2.1.4), cellobiohydrolases (CBHs; EC 3.2.1.91 and 3.2.1.176) and β-glucosidases (Bgl...",16,581,Acta_Crystallogr_D_Biol_Crystallogr_2014_Aug_29_70(Pt_9)_2356-2366.txt
EC 3.2.1.91,"...ohydrolases [(1,4)-β-d-glucan cellobiohydrolases; EC 3.2.1.91], which processively release the disac...",15,1581,Acta_Crystallogr_D_Struct_Biol_2016_Jun_23_72(Pt_7)_860-870.txt
EC 3.2.1.91,"...ohydrolases [(1,4)-β-d-glucan cellobiohydrolases; EC 3.2.1.91], which processively release the disac...",15,1581,Acta_Crystallogr_D_Struct_Biol_2016_Jun_23_72(Pt_7)_860-870.txt
EC 3.2.1.91,"...hylcellulase or CMCase), exo-(1,4)-β-d-glucanase (EC 3.2.1.91; cellobiohydrolase, avicelase, microcr...",17,381,Acta_Crystallogr_F_Struct_Biol_Commun_2016_Nov_25_72(Pt_12)_870-876.txt
EC 3.2.1.91,"...hylcellulase or CMCase), exo-(1,4)-β-d-glucanase (EC 3.2.1.91; cellobiohydrolase, avicelase, microcr...",17,381,Acta_Crystallogr_F_Struct_Biol_Commun_2016_Nov_25_72(Pt_12)_870-876.txt
EC 3.2.1.91,...BSA) as a standard (Bradford 1976). Exoglucanase (EC 3.2.1.91) activity was measured using 1% Avicel...,40,862,AMB_Express_2012_Mar_15_2_16.txt
EC 3.2.1.91,"...(A) endoglucanase (EC 3.2.1.4), (B) exoglucanase (EC 3.2.1.91), (C) β-glucosidase (EC 3.2.1.21), (D)...",73,236,AMB_Express_2012_Mar_15_2_16.txt
EC 3.2.1.91,...BSA) as a standard (Bradford 1976). Exoglucanase (EC 3.2.1.91) activity was measured using 1% Avicel...,40,862,AMB_Express_2012_Mar_15_2_16.txt
EC 3.2.1.91,"...(A) endoglucanase (EC 3.2.1.4), (B) exoglucanase (EC 3.2.1.91), (C) β-glucosidase (EC 3.2.1.21), (D)...",73,236,AMB_Express_2012_Mar_15_2_16.txt
EC 3.2.1.91,"...re cellobiohydrolases (or exo-1, 4-β-glucanases) (EC 3.2.1.91), endo-1, 4-β-glucanases (EC 3.2.1.4),...",8,505,AMB_Express_2012_Sep_14_2_49.txt
EC 3.2.1.91,"...re cellobiohydrolases (or exo-1, 4-β-glucanases) (EC 3.2.1.91), endo-1, 4-β-glucanases (EC 3.2.1.4),...",8,505,AMB_Express_2012_Sep_14_2_49.txt
