matchedPattern,context,lineNumber,columnNumber,publicationName
p.D273Rfs,... a loss-of-function mutation (p.D273RfsX13) in the myostatin...,19,905,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,... a loss-of-function mutation (p.D273RfsX13) in the myostatin...,19,905,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,"... in BBC after fixation of the p.D273RfsX13 MSTN allele, and ...",25,149,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...BC. That homozygosity for the p.D273RfsX13 MSTN variant only...,25,306,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...s that are homozygous for the p.D273RfsX13 MSTN mutation (Ad...,25,534,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,"... in BBC after fixation of the p.D273RfsX13 MSTN allele, and ...",25,149,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...BC. That homozygosity for the p.D273RfsX13 MSTN variant only...,25,306,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...s that are homozygous for the p.D273RfsX13 MSTN mutation (Ad...,25,534,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...of a magnitude similar to the p.D273RfsX13 MSTN mutation? Ar...,27,253,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...of a magnitude similar to the p.D273RfsX13 MSTN mutation? Ar...,27,253,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...mimicking the fixation of the p.D273RfsX13 MSTN mutation pri...,30,216,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,"...” BBC (all homozygous for the p.D273RfsX13 MSTN mutation), (...",30,791,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...result of the fixation of the p.D273RfsX13 MSTN variant. Of ...,30,2364,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...mimicking the fixation of the p.D273RfsX13 MSTN mutation pri...,30,216,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,"...” BBC (all homozygous for the p.D273RfsX13 MSTN mutation), (...",30,791,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...result of the fixation of the p.D273RfsX13 MSTN variant. Of ...,30,2364,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,... in BBC after fixation of the p.D273RfsX13 MSTN variant arou...,118,132,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,... (i) the fixation of the MSTN p.D273RfsX13 mutation in (old ...,118,576,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,...lies the fixation of the MSTN p.D273RfsX13 mutation in (old ...,118,1179,BMC_Genomics_2014_Sep_17_15(1)_796.txt
p.D273Rfs,... in BBC after fixation of the p.D273RfsX13 MSTN variant arou...,118,132,BMC_Genomics_2014_Sep_17_15(1)_796.txt
