matchedPattern,count
rs951442,1
rs9291220,1
rs3094406,1
rs6927662,1
rs43403458,1
rs16958826,1
rs9934231,1
rs3024560,1
rs4911158,1
rs2186245,1
rs10167387,1
rs1803217,1
rs3895069,1
rs32770150,1
rs6627852,1
rs23414243,1
rs14937017,1
rs740603,1
rs352,1
rs1292011,1
rs80359550,1
rs6092326,1
rs28455091,1
rs194790,1
rs4728142,1
rs9815775,1
rs13077624,1
rs0009,1
rs6439371,1
rs2425639,1
rs7433723,1
rs7570532,1
rs41463746,1
rs7764128,1
rs4329955,1
rs707816,1
rs2235056,1
rs2156464,1
rs32975439,1
rs11642409,1
rs10808565,1
rs6132093,1
rs101,1
rs2677826,1
rs4930098,1
rs3021058,1
rs10876432,1
rs7893332,1
rs310334,1
rs17248462,1
rs11122300,1
rs10201872,1
rs1540113,1
rs10766761,1
rs5620,1
rs1125436,1
rs34195537,1
rs2050274,1
rs6120669,1
rs434102,1
rs6497540,1
rs2368393,1
rs7871490,1
rs2228083,1
rs10492970,1
rs2283729,1
rs121913638,1
rs11629613,1
rs1202181,1
rs8042680,1
rs3088442,1
rs5320,1
rs479200,1
rs3774372,1
rs3737589,1
rs6012,1
rs1053834,1
rs2237781,1
rs2256711,1
rs4868644,1
rs4283986,1
rs9411216,1
rs3123655,1
rs34449651,1
rs2293839,1
rs8100088,1
rs1701704,1
rs5020648,1
rs2114358,1
rs5979009,1
rs61751619,1
rs6140539,1
rs2133,1
rs3780792,1
rs3456,1
rs2228486,1
rs111823233,1
rs35167514,1
rs4656879,1
rs16974799,1
rs473598,1
rs932809,1
rs2848630,1
rs1010570,1
rs10493062,1
rs1168268,1
rs730947,1
rs12484776,1
rs6801576,1
rs7262320,1
rs187308124,1
rs1101112,1
rs1947983,1
rs737267,1
rs47721266,1
rs4698014,1
rs1922242,1
rs159420,1
rs201441389,1
rs3845625,1
rs145871794,1
rs212388,1
rs4930110,1
rs2492778,1
rs4529687,1
rs1955418,1
rs17159458,1
rs17675762,1
rs17069636,1
rs861153,1
rs314290,1
rs5919015,1
rs9806633,1
rs11121424,1
rs4760750,1
rs3805596,1
rs2284217,1
rs17127270,1
rs29013966,1
rs2022,1
rs61737395,1
rs777861687,1
rs461259,1
rs1799795,1
rs2074488,1
rs861536,1
rs902027,1
rs114725,1
rs17587392,1
rs6058029,1
rs61835377,1
rs9532645,1
rs45981582,1
rs2386275,1
rs7794735,1
rs10125592,1
rs2043083,1
rs180703954,1
rs10479335,1
rs148005450,1
rs2626053,1
rs7123207,1
rs789231,1
rs412735,1
rs11599917,1
rs8192870,1
rs11096626,1
rs28969421,1
rs17502818,1
rs5819844,1
rs2534636,1
rs4148981,1
rs113390069,1
rs8187710,1
rs375,1
rs1931003,1
rs797906,1
rs5361,1
rs6887695,1
rs2515642,1
rs4240913,1
rs12192939,1
rs6310014,1
rs691141,1
rs1012921,1
rs9486877,1
rs32160123,1
rs9282834,1
rs6715729,1
rs11652164,1
rs2867922,1
rs10241576,1
rs7183892,1
rs13553485,1
rs1060105,1
rs2416257,1
rs7875482,1
rs229587,1
rs3820260,1
rs576006,1
rs1139651,1
rs35445683,1
rs317,1
rs10088428,1
rs80357280,1
rs4778600,1
rs861537,1
rs17114036,1
rs3738369,1
rs2071303,1
rs109480808,1
rs1525,1
rs10484286,1
rs51516,1
rs10513572,1
rs222829,1
rs2011077,1
rs1061622,1
rs31275071,1
rs6828523,1
rs3918290,1
rs7144366,1
rs833070,1
rs7269596,1
rs6077755,1
rs11683248,1
rs7705526,1
rs997651,1
rs5986990,1
rs59855457,1
rs1244,1
rs644429,1
rs4656994,1
rs183472455,1
rs29285,1
rs2842068,1
rs7496492,1
rs32975605,1
rs3704461,1
rs192869629,1
rs3744741,1
rs109143576,1
rs4890888,1
rs7255066,1
rs688034,1
rs1635585,1
rs2675347,1
rs12632849,1
rs12440984,1
rs2494262,1
rs6111803,1
rs325105,1
rs2075671,1
rs11209948,1
rs11212617,1
rs738722,1
rs2493650,1
rs10831496,1
rs216852,1
rs3885690,1
rs35589685,1
rs180084,1
rs542998,1
rs7169963,1
rs1801243,1
rs12054014,1
rs967591,1
rs7084554,1
rs17853498,1
rs3849491,1
rs9387380,1
rs118204043,1
rs2799516,1
rs4986391,1
rs521,1
rs4447076,1
rs6010128,1
rs6438424,1
rs26957195,1
rs2710090,1
rs11206043,1
rs7463256,1
rs716,1
rs61754791,1
rs72553883,1
rs2751,1
rs140914118,1
rs1129737,1
rs2505535,1
rs11776713,1
rs1091646,1
rs10518739,1
rs34385807,1
rs228589,1
rs17030613,1
rs9287095,1
rs2282057,1
rs6965542,1
rs35107951,1
rs997652,1
