matchedPattern,context,lineNumber,columnNumber,publicationName
T2D,...f of the NN1250-3582 BEGIN BB T2D trial investigators   Insu...,266,75,Adv_Ther_2013_Jun_29_30(6)_607-622.txt
T2D,"...1], (future) type 2 diabetes (T2D) [22-24] and CVD [18,25,26...",10,855,Aging_(Albany_NY)_2016_Jan_25_8(1)_111-124.txt
T2D,...ial with respect to (risk of) T2D [22-24]. The observed gend...,160,741,Aging_(Albany_NY)_2016_Jan_25_8(1)_111-124.txt
T2D,"... as Type 2 Diabetes Mellitus (T2D), result from the interpla...",3,1190,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...idate interacting factors for T2D,3,2069,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,"...pes, such as Type 2 Diabetes (T2D), have multifactorial etio...",9,58,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,... 250 environmental factors to T2D and serum cholesterol leve...,11,214,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,"...ype under investigation (e.g. T2D or cholesterol levels), th...",27,809,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,"...notype (e.g. HDL Cholesterol, T2D and Hypertension) with a P...",36,537,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...illustrate this process using T2D on populations of European...,39,270,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...ir strength of association to T2D depicted by Manhattan plot...,40,323,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...r further study in context of T2,40,810,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...etic variants associated with T2D from VARIMED in population...,44,86,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...ental factors associated with T2D with the EWAS approach in ...,46,86,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...ed threshold for diagnosis of T2D from the American Diabetes...,46,355,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...ng each of the 244 factors to T2D status using multivariate ...,48,64,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...d can be correlated with both T2D status and environmental e...,52,274,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,"...muted the dependent variable, T2D status, 1000 times and re-...",52,721,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...nt variable of EWAS analysis (T2D status) as described in th...,56,183,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
T2D,...ociation between exposure and T2D. We took the top E′ (equal...,56,298,Bioinformatics_2012_Jun_15_28(12)_i121-i126.txt
