matchedPattern,count
EOG7HQZRP,1
EOG61C5BT,1
VOG0001,1
EOGNATHA,1
VOGDEL,1
EOG73JZB1,1
EOG7J70G6,1
EOGRTASPQVCILDFI,1
EOG95TCTG,1
POGPOGPPGPPGPPGPPGPOGPOGPP,1
POGZDNA,1
VOG0241,1
POG9904,1
POGOGOEFF,1
VOG6I,1
VOG1424,1
EOG74JNNN,1
POG4,1
POGODMAS,1
VOGENAE,1
VOGETSEDER,1
VOGELSIEIN,1
POGL1,1
VOGELSEIEN,1
EOGRAPHIY,1
EOG6DV43B,1
POGPOGPOGPAGPQGPRGEQGPQGARGERGFPGERGVQGPPGLPGKDGEAGPOGPOGPO,1
VOG0035,1
EOG7P0F0G,1
POGJ,1
POGS207542,1
VOG1122,1
POG852,1
EOG7C0766,1
VOGLANDS,1
VOG0256,1
POGLUTIDE,1
EOGEBNA,1
VOGRL,1
POGONOPHORA,1
POGHENETA,1
VOG0319,1
POGPPGPPGTSGPOGPO,1
EOGT1,1
EOGKQGPSGASGER816,1
EOG6XWDDG,1
POGF12,1
POGPPGPPGPPGPPGPP,1
EOGENBEROER,1
EOG7KT8QP,1
EOG45TDC4,1
EOG6JQ2CF,1
POG3O3KTPZQNK,1
VOG2011,1
POGS208487,1
POGESN,1
EOG6ZPC96,1
EOGSE6791,1
EOGBI38151407133M,1
EOG7748KP,1
EOG7JXFJ7,1
EOG7SFW14,1
EOG7DRWGS,1
POGS215460,1
POGRANULOSIS,1
EOG2003,1
VOG1111,1
EOG093607AG,1
EOG77DWNS,1
POG00000011692,1
EOGTKMKG,1
EOGCW,1
POGQP,1
VOGEK,1
POGU2,1
POGLYCAMIC,1
VOG2V,1
POG00000023399,1
VOG0329,1
VOGDL,1
POG2995,1
EOGRHS,1
EOG66DJHQ,1
POG1033,1
POGGETTI,1
POGS20,1
EOG73RPRJ,1
POGPOGPOGPR,1
EOG7455DF,1
EOG7JQQ2Q,1
VOG0009,1
EOG7HJ870,1
POG00000023615,1
EOGELLSONLY,1
EOG7FZBDN,1
EOG8,1
EOGPPGPSGFOGLPGPPGSPGEGGKPGDOGVPGEA,1
POGOS,1
EOG7QCMBK,1
EOGHAN,1
