matchedPattern,context,lineNumber,columnNumber,publicationName
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-1-7910.1007...,3,43,Nanoscale_Res_Lett_2006_Jul_26_1(1)_79-83.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-2-417217941...,3,43,Nanoscale_Res_Lett_2007_Aug_10_2(9)_417-429.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-2-11210.100...,3,43,Nanoscale_Res_Lett_2007_Feb_8_2(2)_112-117.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-2-33710.100...,3,43,Nanoscale_Res_Lett_2007_Jun_27_2(7)_337-349.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-3-110.1007/...,3,43,Nanoscale_Res_Lett_2007_Nov_27_3(1)_1-5.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-3-152217774...,3,43,Nanoscale_Res_Lett_2008_Apr_29_3(4)_152-157.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-165205963...,3,43,Nanoscale_Res_Lett_2008_Dec_3_4(2)_165-168.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-3-24910.100...,3,43,Nanoscale_Res_Lett_2008_Jul_3_3(7)_249-254.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-542059644...,3,43,Nanoscale_Res_Lett_2008_Nov_18_4(1)_54-62.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-172059295...,3,43,Nanoscale_Res_Lett_2008_Nov_6_4(1)_17-28.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-3-36510.100...,3,43,Nanoscale_Res_Lett_2008_Sep_19_3(10)_365-371.txt
rs1931,...Res LettNanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-732205964...,3,61,Nanoscale_Res_Lett_2009_Apr_21_4(7)_732-737.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-138920628...,3,43,Nanoscale_Res_Lett_2009_Aug_18_4(11)_1389-1394.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-5-669206720...,3,43,Nanoscale_Res_Lett_2009_Dec_27_5(3)_669-674.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-518205964...,3,43,Nanoscale_Res_Lett_2009_Feb_28_4(6)_518-525.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-391205965...,3,43,Nanoscale_Res_Lett_2009_Jan_30_4(5)_391-399.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-119120596...,3,43,Nanoscale_Res_Lett_2009_Jul_1_4(10)_1191-1196.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-109020596...,3,43,Nanoscale_Res_Lett_2009_Jun_14_4(9)_1090-1102.txt
rs1931,...Res LettNanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-627205964...,3,61,Nanoscale_Res_Lett_2009_Mar_19_4(7)_627-634.txt
rs1931,Nanoscale Res LettNanoscale Research Letters1931-75731556-276XSpringer 1556-276X-4-963205963...,3,43,Nanoscale_Res_Lett_2009_May_19_4(9)_963-970.txt
