matchedPattern,context,lineNumber,columnNumber,publicationName
C2H3O2,"CHF3, C2H3O2Cl, and C4H3O2F3. We detected a thir",118,7,ACS_Med_Chem_Lett_2014_Sep_4_5(10)_1156-1161.txt
C2H3O2,mixed with 125 mM Mg(C2H3O2)2·4H2O. DNA components were diluted to 30 μ...,610,22,PMC5259754.txt
C2H3O2, U	Uranium(VI) oxyacetate	UO2(C2H3O2),330,31,Acta_Crystallogr_D_Struct_Biol_2016_Mar_1_72(Pt_3)_303-318.txt
C2H3O2,...nzyl}ethanaminium acetate monohydrate C14H23N2O4+·C2H3O2−·H2ONichol Gary S. a*Frost Jamie M. aSanz S...,3,428,Acta_Crystallogr_E_Crystallogr_Commun_2015_Feb_18_71(Pt_3)_o186-o187.txt
C2H3O2,+·C2H3O,5,3,Acta_Crystallogr_E_Crystallogr_Commun_2015_Feb_18_71(Pt_3)_o186-o187.txt
C2H3O2,+·C2H3O,22,3,Acta_Crystallogr_E_Crystallogr_Commun_2015_Feb_18_71(Pt_3)_o186-o187.txt
C2H3O2,C14H23N2O4+·C2H3O2−·H2O	F(000) = 776,237,13,Acta_Crystallogr_E_Crystallogr_Commun_2015_Feb_18_71(Pt_3)_o186-o187.txt
C2H3O2,...d solvated form of amoxapine acetate C17H17ClN3O+·C2H3O2−·C2H4O2·0.5C6H12Bhardwaj Rajni M. aRaval Vi...,3,363,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jan_10_71(Pt_2)_139-141.txt
C2H3O2,"...te–acetic acid–cyclo­hexane (2/2/1), C17H17ClN3O+·C2H3O",6,140,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jan_10_71(Pt_2)_139-141.txt
C2H3O2,C17H17ClN3O+·C2H3O2−·C2H4O2·0.5C6H12	F(000) = 1008,58,14,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jan_10_71(Pt_2)_139-141.txt
C2H3O2,Chemical formula	C17H17ClN3O+C2H3O,365,30,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jan_10_71(Pt_2)_139-141.txt
C2H3O2,... di­chloro­methane sesqui­solvate] (C27H37N2)[Cu4(C2H3O2)8Cl]·3CH2Cl2Iqbal Mohammad ab*Raftery James...,5,88,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_25_71(Pt_8)_m148-m149.txt
C2H3O2,(C27H37N2)[Cu4(C2H3O2)8Cl]·3CH2Cl,17,16,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_25_71(Pt_8)_m148-m149.txt
C2H3O2,(C27H37N2)[Cu4(C2H3O2)8Cl]·3CH2Cl2	F(000) = 2880,224,16,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_25_71(Pt_8)_m148-m149.txt
C2H3O2,...l­idene)}diphenolato)tetra­zinc [Zn4(C19H20N2O4)2(C2H3O2)4]Cai Xue a*Ning Hui aa Department of Chemi...,3,451,Acta_Crystallogr_E_Crystallogr_Commun_2015_Nov_11_71(Pt_12)_m217-m218.txt
C2H3O2,[Zn4(C19H20N2O4)2(C2H3O2)4,15,19,Acta_Crystallogr_E_Crystallogr_Commun_2015_Nov_11_71(Pt_12)_m217-m218.txt
C2H3O2,[Zn4(C19H20N2O4)2(C2H3O2)4]	Z = 1,192,19,Acta_Crystallogr_E_Crystallogr_Commun_2015_Nov_11_71(Pt_12)_m217-m218.txt
C2H3O2,3] [Cu(C2H3O2)2(C9H8N2O)2]Poyraz Mehmet a*Sarı Musa ba De...,7,8,PMC5290567.txt
C2H3O2,[Cu(C2H3O2)2(C9H8N2O)2]	F(000) = 518,58,5,PMC5290567.txt
C2H3O2,Chemical formula	[Cu(C2H3O2)2(C9H8N2O)2],263,22,PMC5290567.txt
